  X              Y
  -0.2064641E-01   3.864961
  -0.1533107       1.167879
   -1.497904      0.3843069
    1.468791       6.767040
   0.4371110       3.785569
  -0.8974806     -0.2104064
   0.6315693       5.039195
  -0.3808940      0.9908115
  -0.5069681      -3.011831
   0.3548249      0.4199762
   0.8931320       4.680849
   0.6957055       3.919563
  -0.1540726       1.731121
  -0.9328638      0.5890620
  -0.5722332      0.5586785
    1.344215      -8.059391
  -0.1221545E-01   2.254758
  -0.1482172E-01   2.565031
  -0.6061167      -50.33576
   -1.099631      -1.503299
  -0.3771327       2.521338
  -0.9307486      -256.1954
    3.229805       10.95454
  -0.6052039      -16.29158
  -0.9041931     -0.2968173
    1.679960       6.241712
  -0.3229436E-01  0.9205356
  -0.6965339     -0.2335408
  -0.6251066     -0.4696533
   0.6270762E-02   2.157122
   -1.535114      -2.925415
   0.2900326       2.409500
   0.1773254      0.6688767
   0.2439738       2.095936
  -0.7961339       18.04953
    1.020599       3.050890
   0.2882165       1.128737
  -0.8810510       5.053414
  -0.6446100      -1.433358
  -0.9116022      -24.57980
   0.5327025     -0.5793071
  -0.7288411       2.639305
   -2.268927      -6.142401
  -0.7760925     -0.4557689
   0.7456580      -4.623112
    1.786810       6.127658
  -0.7464362      -112.1366
   0.8191764       4.542599
   0.7863916       1.256543
   -1.365551      -3.441728
  -0.5801531      0.3225124
   0.3810384       3.563761
   0.6105513       3.961353
  -0.2324690     -0.3708833
    1.177961       6.007573
   0.1639195       3.143803
   0.4029261      0.8543200
   0.3925939       1.608423
   0.8264728       3.395436
   0.9658487E-01  -3.228620
  -0.8948728      -11.48670
   0.2557907E-01   3.109319
   0.2802642E-02   1.811631
  -0.5000337      0.8687586
   -2.787122       13.06381
   0.8292172       1.581401
   0.5076629E-01  0.9575681
  -0.9040568      -1.216358
   0.2047404       2.902872
   0.7535175       11.67273
  -0.2706608       1.292965
   -1.542076      -2.758121
   0.3445658      0.7267011
  -0.2879093       1.910912
  -0.5163915      0.5994728E-01
  -0.3767228      0.6121910
    1.130832       5.803923
   0.5375505       3.148474
    1.325095       10.20805
   0.1454750      0.6809352
   0.9436993E-01   1.506390
   0.6510143       3.978835
  -0.6059558       1.430760
   -1.193546       8.219283
  -0.6878379     -0.4485487E-01
   -1.326776      -1.340944
  -0.4292825      -3.947078
   0.3893968      -3.290658
    1.442808       5.876892
   0.5418286       6.033199
    1.649996       7.064236
   0.3749891       3.053421
    1.819588       6.106243
   0.1398720       1.133393
   0.8379579       5.010214
   0.1987174      0.6662023
  -0.1280214       6.071810
    1.272312       5.530239
   0.2884825      -26.27059
   0.1674759       2.639380
   0.9583620       4.245532
   0.2564018       1.406744
  -0.3783473       1.772720
   0.5417029       3.800899
  -0.3131362       2.488820
  -0.5721126       1.475687
   -1.057848      -1.195979
   -1.654517       3.678803
   -1.421323       22.70478
   0.8090362       3.936388
    2.347077       6.794560
   0.5856664       2.415264
  -0.3353694       2.777658
   -1.728210      -3.769856
   0.6900195      -5.446546
   0.5948662E-01  0.6388904
    2.313416       8.709642
   0.7301225       8.792263
    1.678066       7.000417
  -0.1938007     -0.1502622
  -0.3446080      0.6782137
  -0.2270620       5.060895
  -0.2918265       1.468434
   0.1822399       5.080803
   0.5569341       2.397496
   0.4506345       2.486404
  -0.3825365      0.4738768
  -0.4156616       1.180123
   0.3390856       4.820974
  -0.1219462       2.425162
   -1.002602      -1.155472
  -0.6476806       2.886374
   -1.714257      -4.339132
    1.443733       5.040436
  -0.3406004       2.867392
   0.9566988       4.083775
    1.100649       6.523456
   -1.640276      -2.897379
    1.086921       4.820785
   0.7160438E-01  0.5744950
   0.1648044       2.192502
   0.4992731       3.037501
   -1.092286      -1.748679
  -0.2199970      0.1632492
  -0.7301455       8.205002
  -0.2643350       20.08395
  -0.5887970      0.9262984E-01
   0.1034376       3.326618
   -1.671677      -2.432940
  -0.2331765     -0.8954018E-01
  -0.3449207       3.121477
    1.546973       4.558688
   0.3249508E-01   5.113786
   -1.321687     -0.3648120
   0.4116963       4.769216
  -0.9083303       6.325163
  -0.4256037       4.574228
    1.103613       7.058681
   0.5575427       4.614573
   0.2152414       3.091245
    1.701424       6.123310
   -1.364322       273.3845
   0.4704341       2.901137
  -0.3003691      -1.379458
  -0.9286817      -1.475626
   0.6566261E-01  -10.13789
  -0.2949644       1.462239
  -0.9592451      -1.127709
   -1.470606      -2.324324
    1.486080       8.270531
    1.038345       3.928402
    1.494676       7.435884
   0.6029053       4.559678
  -0.3785720       2.843926
   -2.978752      -7.062648
   -1.779292      -3.240242
  -0.5401821     -0.6203174
   0.9216865E-01   2.470005
   0.9645557       6.396223
   0.4676439E-01   3.527039
   0.4083450       1.218068
   0.6217794      0.3435970
  -0.6086061       1.454085
  -0.5498457       2.258077
   0.4366126       2.773102
  -0.4625728       1.752029
  -0.3750493     -0.4250132
   0.6319793       13.34402
    1.343635       6.143692
  -0.3557601       1.429922
  -0.4978687      -1.916251
   0.3564684       2.952893
  -0.2669949     -0.2447017
  -0.5338410       13.48249
  -0.4546587      -66.06818
  -0.5741423      0.5225102E-01
   -1.117471      -6.473270
   -1.686397      -3.217577
  -0.5218904       1.912664
   0.5372521E-01   2.283497
   0.5372621       2.793801
   0.2673484       2.521161
   0.9323646       5.296035
   0.7368468       4.158008
   0.6281330       3.371411
   -1.272226      -4.709556
    1.769594       6.916313
   0.3074319E-01   3.169516
   0.3734437      -2.239677
   0.7375607E-01  0.7216826
   0.5981455       5.727877
   -1.149497      -1.496889
   0.4868209       4.798054
  -0.4628508       11.06216
    1.074895      -3.666984
    1.056842       5.125615
    1.209572      -14.66978
   0.1201240     -0.6420698E-01
   0.3722177       3.739028
   0.3332055       4.296623
  -0.5655254      -3.750788
   -1.493201      -4.947444
   0.1652513       2.060100
  -0.9447443      -1.399894
   -2.116149      -4.312486
  -0.1278049       1.047973
  -0.2050328       1.139425
  -0.5420515       2.387029
   0.7605698       3.478125
  -0.1910255E-01   2.000208
  -0.2513560       1.540762
   -1.196439      -2.123439
   0.1179319      0.6789756
   0.9058308       6.770956
   0.5093839       200.2029
   0.2851154       4.829425
  -0.9265884E-01   8.227947
    1.196767       5.679874
   0.5708296       1.631957
  -0.7687590E-01  0.7408169
   0.5574792       4.252220
   0.5269045       3.227683
   -1.259791      -1.525255
  -0.6793217      -15.52164
    1.024814       6.278581
  -0.9477944E-01  0.9687209
    1.759719       7.464473
   0.7177269E-01   1.728014
   0.6847314      0.5016309E-01
  -0.7357031       37.07588
    1.285016       5.709722
   -1.384109      -8.839271
   -1.696321      -9.974822
  -0.1422702      -1.198109
  -0.6469957E-01   3.038788
   0.4338490       1.823898
   0.9926678       2.013380
   -1.317746      -3.104085
    1.832364       7.267471
  -0.6808124       1.912248
   0.4240125       3.848449
   -1.410312       8.242079
    1.462231       11.84159
  -0.7249538     -0.7370320
  -0.1827156       3.217204
   0.2648203       2.815948
  -0.5574305       1.335690
   0.9247310E-01   2.739787
   0.5300322       2.856966
   -1.242669      -1.697608
  -0.2763778       5.235652
    1.994713       5.735372
   0.5226352       3.867643
  -0.8207129      -1.096632
   0.4529764       4.406872
   -1.616210      -3.244827
   -2.579236      -3.810518
   0.9412613       2.429548
   0.8141332E-01  0.4740833E-01
   -1.868024      -15.33357
   0.6962324       4.206170
   0.9114393       5.933180
   -1.058908     -0.7010393
    1.786195       7.784455
  -0.8635874     -0.5092198
   0.3004161E-02   2.994454
  -0.4207917      0.9177072
   0.6312701       2.353371
   0.9006687       4.834621
   -1.159659     -0.6746146
    2.996878       11.75670
   0.6280653       5.648041
   0.7102227       4.336862
   0.2375514       6.732875
    1.412513       9.342171
   0.4238105E-02  -3.819172
   0.3253176       1.029211
   0.7874740       4.311282
   -1.299533       1.200400
   0.8751956       5.475039
  -0.4503719       57.79809
  -0.9781614      -3.321278
  -0.1951407       2.572884
   0.8020843       10.40817
   -1.053785     -0.7606355
  -0.2494055      0.7897668
   -1.316452       1.453664
   -1.883879      -3.953311
   0.7926147E-01   4.447396
  -0.3349302      0.7517159
   -1.884030      -3.457110
   0.1364936      -1.101452
  -0.4200310       5.078271
    2.207698       9.603417
   0.4720418       3.616205
   0.4259463     -0.1003542
    1.453311       13.01430
   0.6754676       7.477977
    1.670807       6.539883
   0.3370913       6.711207
   -1.398113      -3.519509
   0.3406298       5.851094
  -0.6476228     -0.2356361
  -0.2755516      0.9277338
   -1.409204      -13.46790
    1.190321       5.809318
  -0.8304355E-01  0.9597654
   0.3687799     -0.2631619
  -0.3976939       3.603578
   -2.364054      -5.238392
   0.3042336       2.373942
   -1.527533      -2.082291
    1.467001       4.215943
  -0.8914698     -0.6293284
   0.3540853       2.603542
   0.2473867E-01 -0.4374612E-02
   0.7003402       3.168163
   -1.983526      -3.685648
    2.090234       6.589854
   0.7784276       5.146220
   0.7638286       5.082711
    1.218500       5.456744
  -0.4614409E-01   339.9684
    2.135450       5.563484
  -0.5143522     -0.7190276
  -0.7376564       6.508492
  -0.4892362      0.7559465
  -0.8072155       2.051685
   -1.310343     -0.6107877
    1.766292       7.824017
   -2.420953      -5.585604
   -1.268628     -0.9716401
  -0.7779446      0.5148720
   0.7820756       7.122038
   0.1544588       3.533030
    1.746805       5.075068
  -0.9670320      -2.968847
    1.022052       2.569255
  -0.3377423     -0.1713502
  -0.3022459       1.371700
   -2.170863       2.005859
  -0.1442656E-01  0.9735750
   0.9004757       5.429696
    1.272935       4.598626
  -0.4548104      0.5109769
  -0.4073446       1.736929
  -0.1328306       5.115259
   0.8547688      -48.54985
   -1.894021      -5.067890
  -0.8000869E-01   1.546814
   0.7092734       3.561977
  -0.5136105       1.390014
   0.8134408E-01  -4.093791
  -0.6050291     -0.2525786
  -0.7723824      0.8699793E-01
   0.3269664       6.422531
    1.614779       5.445645
   0.3318936       2.809652
  -0.1829751       1.330991
   -1.721991      -3.141141
   -1.443573      -3.918195
   0.1319382       3.478383
  -0.3459505      -12.24989
   0.3928503       6.706061
   -1.913593      -3.233975
    1.762402       7.807036
   0.3414687       4.451787
   0.2910170      0.1510648
   -1.226312      -9.499331
  -0.6464081      0.6245894
   -1.261551       31.08167
   0.4671188       2.662403
   0.2735296       4.129988
   0.2810065       3.649874
  -0.6071641     -0.3586417E-01
   0.7605687       4.522313
   0.2993365       3.104570
  -0.1616606       1.362868
  -0.8849972      0.7960177E-02
   0.6689824       2.884976
  -0.6928300       1.233343
   -2.527578      -5.801926
  -0.1157677       1.471917
  -0.3352530      0.2781719
    1.636944       5.653261
  -0.3856192       1.576328
   -2.014567      -16.97967
   0.5602674E-01   2.963820
    1.507961       6.913698
   -1.202981       2.200007
   0.2925706     -0.5895821
  -0.3415724     -0.9606393E-01
  -0.1387946       1.712065
    1.528808      -8.093408
  -0.2885681       6.069520
    1.463312       6.119158
  -0.8951816       3.002627
   0.8046888       2.736459
   0.4490219E-01   3.127862
   0.7133004      -5.064061
   0.5117358      -28.99703
  -0.7803217      0.3875499
    1.017426       4.385148
    2.123580       8.030475
  -0.9126968E-01   3.290355
   0.4657225       3.541906
    1.216964      -69.94718
   0.3307581       3.176813
   -1.124185      -3.218567
    1.547528       7.174857
  -0.4402937       5.552473
  -0.1014041      0.8178969
   -1.672220     -0.3657034
  -0.6788134      0.1144761
   0.7913304       2.867227
  -0.1899616       4.393495
   -1.301380      -5.042132
   0.4724280       1203.064
  -0.5248653      -2.361166
    1.103978       6.050797
  -0.6829274      -3.025139
   -1.430341     -0.9901267
    1.206820       6.296807
   0.3193096       3.048924
    2.267755       5.398528
   0.4911710       2.694594
  -0.9149757      -1.621873
   0.1223966E-01  0.8372678
  -0.6928633      -3.391080
   0.7960767       6.845215
    1.064970       5.591427
   0.2653064E-01   6.620730
    1.424209       5.211245
  -0.7886162E-01   2.019248
   -1.399403       6.094141
   0.6652200       2.616042
   -1.350415      -4.210089
  -0.4918679      0.1819402
    1.621619       6.423086
  -0.2051453       2.695278
  -0.7748331E-01   2.879983
    1.368007       8.007275
  -0.1305057       3.306346
   -1.611327      -5.328615
  -0.9359496       61.01192
  -0.3048199       2.314339
   0.1025055      -5.557963
   0.3153103       10.05151
    1.301530       5.645092
   0.8581681       6.549478
  -0.5327859     -0.2196761
  -0.2290036E-01   12.72619
   -2.409246      -8.976839
   0.9323001       3.389544
   0.9933623E-01   7.420417
  -0.6337660       1.275135
   -1.322277      -20.46156
  -0.4269474       19.52697
   0.5999450       4.175047
    3.000760       8.750657
    1.650056       8.179023
   0.4633694       3.610410
   0.1009473      -13.07571
   0.3096793       2.957066
   -2.048576      -5.577102
   -1.188438      -1.710880
   0.3330559       2.426564
  -0.9877172E-01   1.862812
   0.6030502       3.460934
   0.7310107       4.251931
  -0.3224653      0.1238085
   0.8131543       2.816679
   -1.937779      -3.318327
   0.2862308       3.813946
   -1.200718      -2.224068
   0.6187065       1.664748
   -1.211695      0.2710016
    1.040660       3.512380
  -0.9812815     -0.7547211
  -0.5674714     -0.2723904
   0.7999860       7.107002
  -0.2351150      -4.787146
  -0.8674453     -0.2443802
  -0.1003263       3.216786
  -0.5814285      0.6333513
  -0.6552271      -1.183450
  -0.4241114       3.503039
   -1.615081      -2.828431
   -1.489906      -14.99641
   0.3054463       3.355586
    1.674553       6.597222
   0.3941387E-01   2.797854
   0.7426219       3.058857
    1.193126       4.261819
   -1.050412     -0.4958688
   0.8120908       4.307736
  -0.3582036       1.667340
   0.5117708       5.696730
   0.5377465E-01   2.623616
    1.506863       3.392475
    1.638698       3.969737
   -1.433116      -1.063364
   0.5963305       4.463096
  -0.4835450       3.774305
   0.8943180       1.974049
    2.002259       8.034865
  -0.4210664      -1.679466
  -0.6954231E-01   1.257340
   0.9308434E-02   1.449354
   -1.947062       25.20347
  -0.9849410      -2.118649
  -0.4804242      0.3450420
   0.4624070       3.824042
   0.4050587       3.454253
   -1.624095      -4.110301
   -2.070003       65.62346
   0.4419598       3.901980
   0.7506920       3.771654
   -1.569029      -2.561747
   -1.292324      -1.314712
    1.187116       6.471548
  -0.1728061      -15.00611
  -0.2256483       1.702710
  -0.3915924      0.5865475
    1.533451       9.300283
  -0.8503515      0.8989294E-01
  -0.3884272       2.854958
   -1.177231      -28.32775
   0.1112105       2.792509
   0.5788278       3.395647
   0.2820758       2.079109
   0.4420247       2.982456
   -1.968273       3.180057
   0.5225550       3.940329
   0.7935399       4.188684
  -0.4816657       1.735405
   0.6128134       3.472148
  -0.2560339       1.670429
   0.5539502       4.998094
    1.195501       5.045776
   0.8798348       12.94588
   0.6005920      0.2081347
  -0.8589019E-01  0.4307698
   0.9388781       4.419673
  -0.9312224      0.1829695
   0.9613328       3.284716
   -2.217317      -5.412769
   0.8111901E-01 -0.1472677
    2.169578       7.077979
  -0.6713865       15.58568
  -0.6267350      0.2493728E-01
   0.3207282       2.516117
  -0.1557085       2.777689
   -1.008957      -7.181027
  -0.3771380      -10.39335
  -0.2320959E-01   1.926847
   0.9030855       6.239897
   0.2691445E-01   3.451900
  -0.6290413E-01  0.9488015E-01
  -0.6544789      0.3601725
    1.011627      -1.664490
  -0.2932319       4.032498
  -0.9215395      0.1645718
    1.827674       8.004470
  -0.3744583      -3.006208
   0.6445634       5.327690
   0.2711140     -0.2721311
    1.556683       8.458346
    2.851738       11.66696
  -0.1132476       6.682123
  -0.9861567      -1.991754
  -0.3985185       5.334957
  -0.9519216     -0.4076251
   -1.039499      -1.190812
  -0.7350156       1.982249
    1.651800      -2.031292
  -0.5311266       1.523263
    1.196254       5.132910
  -0.1022561      0.7806300
   0.7676395       5.439973
   0.4885777      0.9637825
   0.1398649       5.694362
  -0.6339139E-01   374.9954
   0.2770982       4.974847
  -0.6337691      -7.025137
   0.1732082E-01   11.47428
   -1.272944      -1.577470
   0.9222973       4.910493
    1.179182       5.301436
  -0.5866546      -2.342447
  -0.4817379      0.8156058
  -0.9087846       7.645165
   0.2836823       2.807914
   0.8280299       13.66687
   0.7196709      -17.03814
   0.1197131       3.441192
   0.2512022       1.335899
   0.6495712       4.326788
   0.8753412      -11.06762
   0.4256217       3.689116
  -0.9589925     -0.4822175
  -0.5145748      -2.261195
   0.6740234       1.499070
  -0.4216297      -5.760129
    1.375818       4.973104
   -2.123277      -3.883081
   -1.535066      -3.100476
  -0.5591586E-01   2.018163
   0.4380279       3.322406
   0.8159887       4.196004
   -1.049708      -1.226906
    1.085514       3.213358
    2.112546       6.583763
  -0.9803521       13.59059
   0.2764587E-01   3.669755
   0.4610948       3.470402
   0.5319166       5.696856
    2.015092       8.165262
    1.005393       4.169665
   0.9020186E-01 -0.3078093
   0.9530122       2.127955
  -0.4721065      -2.462631
  -0.8114997       8.012029
  -0.3708728       4.038191
  -0.7739571      -25.47787
   -1.276723      -2.639756
  -0.8481377E-02   1.597801
  -0.9505121     -0.3888098
  -0.6553190      -1.402530
  -0.5248187E-01   2.984512
   -2.281319      -6.578104
   0.5910292       1.156978
   -3.505962      -8.405984
  -0.4539327      -1.908769
   0.4958521       3.280771
  -0.9671870      -6.359890
  -0.9220544      -4.368676
   0.9699254      -4.071964
   0.1966490       5.651635
    1.527246       6.504689
  -0.6089584       1.909175
   -1.256826      0.5043136
  -0.8596310       1.697918
   -1.604354      -49.00510
  -0.8284164     -0.1946520
   0.5772255       76.19029
  -0.8338478E-01   3.227924
    1.022417       3.970000
  -0.2007596       21.47272
    1.078340       5.270156
   -2.146320      -5.997364
    2.435115       8.859797
  -0.4966968      0.8613371
  -0.5268629E-01   1.289560
    1.611028       8.026191
   0.5594193       5.807517
   0.9052931E-01   3.489639
   -2.699286      -4.179011
    1.050009       5.452255
    2.443994      0.4679876
   -1.496152      -1.412025
  -0.4705381E-01  0.8617564
   0.4836089       4.146317
    1.092301      0.4943333
   0.5251699       4.082002
  -0.2866142       1.494172
    1.414885       3.065441
   0.2143545       2.089353
   0.3925738       4.612918
  -0.9308375     -0.9807226
  -0.6590485      -1.272561
   0.2266341       16.86775
    1.106204      -4.562564
   -2.356110      -4.132192
    1.792255       8.666880
   -2.077940      -4.397283
   -1.403681     -0.4710846
    1.940607       7.888641
    1.251510       8.266365
    1.183396       4.341928
  -0.2576059      0.9895400
    2.087834       8.399115
  -0.2651173      -1.129564
   0.8341816       2.570197
  -0.3582180       2.582144
    2.654657       4.715850
  -0.5557418      -1.020896
  -0.3124514      -19.82112
  -0.1782394       2.304231
   -1.842122      -3.804512
  -0.9159610      0.8292274
    1.915291       8.133986
   -1.059898      -1.302838
  -0.3960987      0.5400656
    1.180757       6.056400
   0.1357130E-01   2.422221
   0.2642195       4.348817
  -0.6264282       3.785301
  -0.4607480       2.098835
  -0.5600856       1.670280
  -0.1381791      0.6367315
   0.5345310       4.272420
  -0.8390179     -0.3473805
  -0.6358611      0.3008780
   0.3559199      -14.75778
   0.3895470E-01   2.994761
   0.3043761       2.300864
   0.3729636       3.395166
   -2.037600      -11.40835
   -1.115937      -2.824214
   -1.901121       13.27778
   -1.410132      -4.222946
   0.6271422       4.089531
    1.077299       4.197624
   0.7948823       7.175096
   -1.560989      -3.454618
   0.4652794       6.223228
   -1.237926      -2.746278
   0.7240046       15.53252
  -0.4025848       1.774836
  -0.6880349      -1.773365
    1.448799       5.581170
  -0.2958574       2.319107
    1.332907       6.401770
   0.5020300       3.732228
   -2.063456      -4.128215
   0.6260983       3.934106
   -1.499873      -2.557002
   0.5707612       2.091835
   0.6188778       9.462046
   0.5056108       3.975130
  -0.6055285      0.8683450
   0.7325457       3.866988
   0.7361489E-01  0.5423225
   -1.024264      -1.441090
  -0.2163279       37.17364
   0.2683274       3.661999
   0.6528128       4.048177
   0.1263541       1.179333
   -1.678587      -9.160074
   0.9098713       7.535205
  -0.5383117      -1.272340
    1.040922       7.229155
   0.4686983       4.271746
  -0.3688838       1.785651
   0.4422758E-01   1.895661
  -0.5882040       3.220228
   0.4075858       2.443864
   0.2082381       3.304064
    2.134644       8.716290
  -0.1279577       1.828328
   0.8186200       3.637640
   0.1304747       2.158679
  -0.6063518      0.6155265
  -0.1379006       1.289240
    1.496317       9.253033
   0.8873299       2.872783
  -0.4144586E-01 -0.4578069
  -0.3125653      0.6552883
   -1.339125      -1.447777
   0.2874229       2.219467
  -0.9835998E-02   2.790875
  -0.2899818      0.7566721
   0.4944988       4.732240
  -0.7233002      0.9247740
  -0.1863529       1.372558


